brand_id,brand,t_hour,t_minute,ext_price
7016009,univnameless #10,18,13,2124.76
10001009,amalgunivamalg #9,18,14,2124.57
10005005,scholarunivamalg #5,18,2,2124.57
9010003,importonameless #10,17,31,2124.54
4001001,namelessmaxi #6,18,14,2124.51
9014010,edu packunivamalg #10,18,2,2124.31
10001009,amalgunivamalg #9,17,57,2124.10
5003001,importoimporto #2,19,9,2124.00
6002004,importocorp #4,17,43,2123.97
6010001,amalgedu pack #2,17,44,2123.83
8005008,scholarnameless #8,9,38,2123.80
4002001,scholarmaxi #6,17,58,2123.68
6003001,importoimporto #2,9,22,2123.61
4001001,exportiimporto #2,19,11,2123.30
10007004,brandunivamalg #4,19,34,2123.28
8014008,edu packmaxi #8,9,41,2123.18
4003001,edu packamalg #2,19,22,2122.96
2004001,univnameless #6,17,14,2122.80
4004002,edu packedu pack #2,7,4,2122.71
10005014,namelessmaxi #6,18,9,2122.68
7002010,importobrand #10,8,9,2122.65
1001001,importomaxi #4,17,47,2122.48
1001001,edu packnameless #8,19,21,2122.42
10001005,exporticorp #6,19,40,2122.32
1001001,edu packexporti #2,7,55,2122.16
6009001,amalgamalgamalg #16,18,18,2122.12
9009002,maximaxi #2,17,10,2121.99
8008006,namelessnameless #6,19,56,2121.90
5002001,exportiamalg #2,17,9,2121.84
9009012,maximaxi #12,17,30,2121.81
8016006,corpmaxi #6,19,54,2121.72
7005006,scholarbrand #6,18,38,2121.70
1004001,importounivamalg #12,9,18,2121.62
2003001,amalgamalg #2,19,54,2121.60
9003008,exportimaxi #8,8,10,2121.09
6007006,brandcorp #6,18,11,2120.93
10013017,amalgamalgamalg #1,18,13,2120.79
3004001,scholarnameless #4,9,13,2120.53
5004001,amalgamalg #2,17,5,2120.40
7006006,corpbrand #6,19,56,2120.40
8010004,univmaxi #4,19,31,2120.35
6009008,maxicorp #8,9,17,2120.17
6007006,brandcorp #6,6,35,2120.04
8009010,maxinameless #10,19,4,2119.88
8014002,edu packmaxi #2,19,14,2119.68
7014003,amalgamalg #2,19,43,2119.45
3004002,edu packexporti #2,8,27,2119.36
7013008,exportinameless #8,19,57,2119.26
7015008,scholarnameless #8,17,38,2118.86
2004002,edu packimporto #2,19,2,2118.66
10010009,univamalgamalg #9,19,52,2118.64
1001001,amalgunivamalg #13,9,19,2118.60
2004001,brandunivamalg #6,19,42,2118.60
8003004,exportinameless #4,6,32,2118.60
10009010,brandbrand #10,19,22,2118.60
7006006,corpbrand #6,9,53,2118.54
10004006,edu packexporti #2,8,25,2118.50
6003002,exporticorp #2,18,3,2118.18
10005003,amalgscholar #2,19,4,2117.52
10008010,namelessunivamalg #10,9,43,2117.51
3004001,edu packbrand #2,18,25,2117.50
6003008,exporticorp #8,9,1,2117.40
8014006,edu packmaxi #6,17,57,2117.33
7013002,exportinameless #2,18,46,2117.24
6010002,univbrand #2,18,5,2117.01
1003002,exportiamalg #2,6,34,2116.84
1003001,exportiexporti #2,19,24,2116.80
7005006,scholarbrand #6,9,0,2116.59
4001001,exportischolar #2,18,37,2116.23
5003001,edu packamalgamalg #3,19,42,2115.99
6013006,exportibrand #6,8,55,2115.75
6014001,amalgscholar #2,7,48,2115.75
3004001,edu packexporti #2,18,45,2115.54
6004002,edu packcorp #2,8,17,2115.54
8003002,exportinameless #2,17,10,2115.49
7007004,brandbrand #4,17,37,2115.39
6011008,amalgbrand #8,8,31,2115.29
10012002,importoamalgamalg #2,19,27,2115.08
10011013,amalgamalgamalg #13,19,56,2114.74
6004004,edu packcorp #4,18,43,2114.46
8009010,maxinameless #10,19,13,2114.42
3004002,edu packexporti #2,9,54,2114.39
8003002,exportinameless #2,17,1,2114.10
5002002,importoscholar #2,6,31,2114.02
4003001,amalgexporti #2,19,53,2113.94
6016002,corpbrand #2,19,49,2113.92
8010004,univmaxi #4,8,20,2113.83
2001001,importoexporti #2,17,32,2113.81
7004004,edu packbrand #4,17,19,2113.78
10004015,edu packunivamalg #15,19,4,2113.64
6008004,namelesscorp #4,19,6,2113.60
8015009,amalgedu pack #2,19,40,2113.28
3004001,edu packexporti #2,19,2,2112.96
1001001,importoamalg #2,8,18,2112.80
5001001,corpnameless #4,9,1,2112.80
7011007,exportischolar #2,17,10,2112.50
9012011,importoamalg #2,18,10,2112.24
7011003,scholarnameless #4,8,24,2112.11
10006003,corpunivamalg #3,17,57,2112.03
9012002,importounivamalg #2,19,40,2111.85
2002001,edu packunivamalg #12,17,50,2111.72
10009003,maxiunivamalg #3,18,52,2111.64
3004001,exportiexporti #2,18,58,2111.40
3002001,maxibrand #4,18,28,2111.22
6001007,importoedu pack #2,18,26,2111.20
10007017,importoamalg #2,17,55,2111.18
10008010,namelessunivamalg #10,8,10,2111.00
10012014,importoamalgamalg #14,9,31,2110.83
8005006,scholarnameless #6,9,22,2110.56
6004002,edu packcorp #2,18,14,2110.55
8009010,maxinameless #10,18,41,2110.55
4003001,amalgamalg #2,17,43,2110.52
5001001,corpnameless #4,18,55,2110.44
7003001,edu packbrand #2,9,59,2110.42
7014002,edu packnameless #2,19,42,2110.27
8015008,scholarmaxi #8,9,17,2110.20
6014002,edu packbrand #2,18,6,2109.86
10014011,edu packamalgamalg #11,7,32,2109.75
10016001,corpamalgamalg #1,8,14,2109.75
5004001,edu packnameless #4,9,37,2109.40
4004001,amalgexporti #2,18,17,2109.24
7004009,importoimporto #2,9,53,2109.07
9014008,edu packunivamalg #8,19,30,2109.00
10004008,edu packunivamalg #8,18,13,2108.86
10011008,amalgamalgamalg #8,19,23,2108.49
5002001,namelessnameless #2,6,27,2108.10
2001001,exportiamalg #2,8,40,2108.08
7002006,importobrand #6,18,0,2108.00
3003001,amalgmaxi #10,9,3,2107.80
10002003,importomaxi #10,18,22,2107.68
5004001,amalgamalg #2,19,40,2107.62
8013008,exportimaxi #8,18,6,2107.56
6005005,edu packcorp #6,17,19,2107.49
9007008,brandmaxi #8,18,38,2107.48
3002002,importoexporti #2,8,23,2107.39
7004002,edu packbrand #2,19,38,2107.12
5001001,exportischolar #2,9,20,2107.00
7012005,edu packimporto #2,9,57,2107.00
9007009,namelesscorp #6,19,24,2107.00
2003002,exportiimporto #2,18,42,2106.88
9009012,maximaxi #12,17,11,2106.80
8004004,edu packnameless #4,17,4,2106.75
5004001,amalgamalg #2,19,17,2106.72
6003007,namelessunivamalg #16,8,24,2106.72
10010012,univamalgamalg #12,17,34,2106.72
7015008,scholarnameless #8,8,19,2106.57
8006001,edu packscholar #2,9,59,2106.54
8014007,namelessmaxi #10,17,12,2106.40
3003001,amalgamalg #2,7,31,2106.15
4004001,edu packmaxi #2,17,22,2106.14
6011005,corpnameless #6,17,31,2105.98
7006002,corpbrand #2,6,44,2105.84
7010008,univnameless #8,18,32,2105.80
6013006,exportibrand #6,9,49,2105.71
8005005,importonameless #6,19,45,2105.64
9015002,scholarunivamalg #2,8,12,2105.60
6002006,importocorp #6,9,55,2105.28
7004004,edu packbrand #4,18,34,2105.28
10008004,namelessunivamalg #4,17,19,2105.08
8010008,univmaxi #8,8,10,2104.92
10007004,importoamalg #2,8,6,2104.90
3003001,scholarbrand #2,9,38,2104.59
5003001,edu packamalgamalg #3,19,11,2104.56
9012004,importounivamalg #4,18,27,2104.50
8012001,amalgexporti #2,19,15,2104.41
10011001,amalgedu pack #2,8,47,2104.38
6015007,amalgimporto #2,19,48,2104.26
7012003,importonameless #4,6,43,2104.20
3001001,maxibrand #8,9,14,2104.12
8003008,exportinameless #8,19,55,2104.12
6009001,edu packunivamalg #6,8,29,2104.08
6014008,edu packbrand #8,18,54,2103.90
9007008,brandmaxi #8,18,28,2103.87
4002001,maxibrand #10,9,54,2103.75
7008004,namelessbrand #4,18,28,2103.57
7003006,exportibrand #6,19,46,2103.00
6004002,edu packcorp #2,9,29,2102.93
9006008,corpmaxi #8,9,36,2102.60
2003002,exportiimporto #2,8,11,2102.52
7016004,corpnameless #4,9,49,2102.40
7012001,amalgamalgamalg #2,17,42,2102.06
6003008,exporticorp #8,18,2,2101.84
3003001,amalgscholar #2,8,33,2101.66
5002001,exportiimporto #2,8,24,2101.60
10014003,edu packamalgamalg #3,17,56,2101.55
10007016,brandunivamalg #16,7,50,2101.44
6005005,edu packnameless #8,17,11,2101.28
10003002,exportiunivamalg #2,8,33,2101.20
10007002,brandunivamalg #2,17,9,2101.14
8011007,edu packmaxi #8,19,55,2101.06
1003002,exportiamalg #2,6,30,2100.87
4002001,namelessbrand #10,8,45,2100.80
2001001,exportiamalg #2,17,28,2100.63
10014011,edu packamalgamalg #11,9,29,2100.20
3004001,edu packbrand #2,7,26,2100.18
7002008,importobrand #8,9,20,2100.12
6002001,edu packamalg #2,9,52,2099.89
1003001,amalgbrand #6,9,12,2099.52
3003001,importonameless #8,19,21,2099.32
6014008,edu packbrand #8,17,51,2099.01
8013002,exportimaxi #2,18,29,2098.95
10009011,maxiunivamalg #11,8,5,2098.80
8011006,amalgmaxi #6,18,30,2098.74
9016011,corpnameless #6,17,1,2098.69
9006004,corpmaxi #4,19,8,2098.67
2002001,edu packbrand #2,17,28,2098.63
4001001,scholarmaxi #4,17,25,2098.55
10015017,scholaramalgamalg #17,18,25,2098.53
6013008,exportibrand #8,9,8,2098.48
10008015,namelessunivamalg #15,9,49,2098.48
10009003,maxiunivamalg #3,9,11,2098.40
6016002,corpbrand #2,17,48,2098.32
7004001,exportiamalg #2,8,31,2098.32
5002001,edu packscholar #2,18,52,2098.24
8013005,exportiimporto #2,18,19,2098.24
2004002,edu packimporto #2,9,20,2098.22
10008006,namelessunivamalg #6,19,34,2098.20
7012001,amalgamalgamalg #2,9,22,2097.98
10006017,corpunivamalg #17,7,22,2097.98
8006006,corpnameless #6,18,12,2097.94
5003001,exportiamalg #2,18,55,2097.90
10009002,importoimporto #2,18,25,2097.50
4004001,exportiedu pack #2,9,6,2097.48
8013002,exportimaxi #2,6,9,2097.46
9005012,scholarmaxi #12,9,24,2097.20
7016006,corpnameless #6,8,46,2097.15
9010003,importonameless #10,19,19,2097.15
4003001,amalgexporti #2,17,29,2097.10
3001002,amalgexporti #2,19,34,2097.07
2003002,exportiimporto #2,7,43,2097.01
7007004,brandbrand #4,17,6,2096.90
10015016,scholaramalgamalg #16,18,6,2096.78
9010010,univunivamalg #10,18,46,2096.71
3003001,importonameless #8,17,12,2096.70
7009010,maxibrand #10,9,7,2096.68
7010004,univnameless #4,17,9,2096.23
8008001,importounivamalg #4,18,16,2096.16
8013002,exportimaxi #2,19,33,2096.10
9003008,exportimaxi #8,18,45,2095.68
9007011,importoexporti #2,19,35,2095.60
5002001,amalgmaxi #4,17,24,2095.53
10016017,corpamalgamalg #17,8,54,2095.26
3001001,importoimporto #2,7,40,2095.09
6008005,edu packmaxi #6,19,41,2095.09
3004001,edu packscholar #2,18,34,2094.95
6016001,amalgexporti #2,17,35,2094.94
10003002,corpunivamalg #4,19,21,2094.75
4004001,exportischolar #2,19,48,2094.30
5002001,exportiexporti #2,7,27,2094.21
4002001,namelessbrand #10,17,50,2093.92
2004001,brandunivamalg #6,7,50,2093.79
2004001,brandcorp #4,18,38,2093.58
7014005,edu packscholar #2,18,27,2093.52
1001001,amalgscholar #2,19,7,2093.40
9012004,importounivamalg #4,17,35,2093.40
7003004,exportibrand #4,19,42,2093.13
8008006,namelessnameless #6,7,21,2093.12
7002010,importobrand #10,8,24,2092.91
5004002,edu packscholar #2,7,44,2092.71
10016003,corpamalgamalg #3,19,3,2092.57
9016008,corpunivamalg #8,18,57,2092.50
3003001,importoimporto #2,18,38,2092.49
10006003,corpunivamalg #3,17,28,2092.42
7014006,edu packnameless #6,18,55,2092.38
3002001,corpcorp #8,18,10,2092.20
4003001,corpcorp #2,8,30,2092.16
7014008,edu packnameless #8,6,46,2092.00
10016013,corpamalgamalg #13,19,18,2092.00
6004004,edu packcorp #4,18,51,2091.60
8015010,scholarmaxi #10,9,41,2091.24
6007006,brandcorp #6,18,59,2091.00
1003001,amalgbrand #6,18,22,2090.88
9011003,amalgamalg #2,9,24,2090.64
3004002,edu packexporti #2,9,37,2090.60
8007010,brandnameless #10,9,55,2090.40
9007009,amalgscholar #2,18,10,2090.32
9002003,brandmaxi #4,6,46,2090.24
10003002,exportiunivamalg #2,17,8,2089.94
1002001,amalgscholar #2,17,45,2089.92
7004010,edu packbrand #10,17,9,2089.86
5003001,importoimporto #2,17,15,2089.74
10004002,edu packunivamalg #2,19,4,2089.40
6004007,edu packscholar #2,19,49,2089.35
7009009,exportibrand #10,18,24,2089.10
4004001,brandmaxi #6,18,34,2088.82
2004001,brandunivamalg #6,17,2,2088.53
2004001,brandcorp #4,18,30,2088.48
6013002,exportibrand #2,7,20,2088.28
8015006,scholarmaxi #6,8,48,2088.08
10004013,importoamalg #2,9,46,2088.06
10013017,amalgamalgamalg #1,19,15,2087.91
8015003,importoamalg #2,18,24,2087.58
8003002,exportinameless #2,7,14,2087.54
7010008,univnameless #8,18,21,2087.46
6004007,namelessbrand #8,9,57,2087.45
1004001,exportiunivamalg #12,9,59,2087.37
10008002,maxiunivamalg #3,9,29,2086.77
10005005,scholarunivamalg #5,18,31,2086.56
2001001,importoamalg #2,17,7,2086.13
9009008,maximaxi #8,17,17,2086.00
9003008,exportimaxi #8,9,49,2085.96
10014001,maxibrand #4,18,43,2085.72
10003011,exportiunivamalg #11,17,54,2085.57
2001001,corpnameless #4,19,39,2085.48
4001001,maxiunivamalg #16,19,47,2085.40
7015010,scholarnameless #10,19,13,2085.30
10016013,corpamalgamalg #13,9,23,2085.30
1004001,amalgamalg #2,17,44,2085.04
10016008,corpamalgamalg #8,18,10,2085.00
4003001,amalgimporto #2,7,23,2084.94
8013007,edu packamalg #2,8,39,2084.88
8008002,namelessnameless #2,17,51,2084.81
7007010,brandbrand #10,18,38,2084.80
6012002,importobrand #2,9,37,2084.70
9011008,amalgunivamalg #8,9,43,2084.61
10002006,edu packamalgamalg #7,17,31,2084.50
5004001,univmaxi #6,18,52,2084.46
9015012,scholarunivamalg #12,19,14,2084.37
6013006,exportibrand #6,9,35,2084.25
5002001,exportiimporto #2,18,33,2084.02
8003009,exportiamalgamalg #5,17,10,2084.00
9014010,edu packunivamalg #10,17,47,2084.00
7015008,scholarnameless #8,18,6,2083.92
6001002,amalgcorp #2,19,55,2083.85
4004002,edu packedu pack #2,6,33,2083.78
8015008,scholarmaxi #8,17,54,2083.40
7011008,amalgnameless #8,9,8,2083.20
9004008,edu packmaxi #8,17,50,2083.16
1003001,maxiunivamalg #17,17,32,2083.05
6010002,univbrand #2,17,51,2082.96
7013002,exportinameless #2,18,22,2082.80
6005001,importomaxi #6,19,51,2082.60
9011003,amalgnameless #4,19,30,2082.60
6003001,exportiimporto #2,17,56,2082.40
6010002,univbrand #2,9,12,2082.36
10002015,importounivamalg #15,8,4,2082.20
10009009,maxiunivamalg #9,17,35,2082.15
9010010,univunivamalg #10,17,25,2081.97
3002001,edu packedu pack #2,9,39,2081.93
7008008,namelessbrand #8,18,18,2081.84
9008004,namelessmaxi #4,18,21,2081.84
7003010,exportibrand #10,17,41,2081.57
2003001,exportimaxi #4,19,30,2081.48
3004001,edu packexporti #2,18,2,2081.38
6013003,namelessnameless #10,8,27,2081.32
10005014,scholarunivamalg #14,17,38,2081.16
7011003,scholarnameless #4,19,42,2081.10
7003004,exportibrand #4,19,50,2081.04
9011002,amalgunivamalg #2,17,43,2081.04
9013008,exportiunivamalg #8,19,58,2081.04
9009004,maximaxi #4,8,31,2080.77
6006003,edu packamalg #2,18,18,2080.35
10004002,edu packunivamalg #2,18,28,2080.32
8003008,exportinameless #8,18,53,2080.22
10004015,edu packscholar #2,17,46,2080.12
10012001,importoamalgamalg #1,17,27,2080.10
1002001,exportiunivamalg #10,19,52,2080.08
9014008,edu packunivamalg #8,19,18,2080.08
1002002,importoamalg #2,7,15,2079.99
7015002,scholarnameless #2,18,41,2079.75
9011003,amalgamalg #2,18,16,2079.68
6003006,exporticorp #6,19,1,2079.63
1004001,exportiunivamalg #12,19,11,2079.40
7005008,scholarbrand #8,19,59,2079.34
7010004,univnameless #4,18,29,2079.15
6007006,brandcorp #6,17,9,2079.13
10003001,exportiunivamalg #1,18,27,2079.05
8014005,edu packamalg #2,17,4,2078.92
6009001,edu packunivamalg #6,17,44,2078.70
9015012,scholarunivamalg #12,17,6,2078.46
7007005,exportiamalg #2,18,44,2078.34
10003002,exportiunivamalg #2,19,5,2078.19
9003008,exportimaxi #8,17,22,2078.16
10007002,brandunivamalg #2,19,41,2077.92
10014009,edu packscholar #2,17,25,2077.92
5001001,scholarunivamalg #8,9,1,2077.68
8005002,scholarnameless #2,6,48,2077.65
9007011,importoexporti #2,17,31,2077.59
8001004,amalgnameless #4,19,58,2077.52
5001001,corpnameless #4,6,20,2077.46
8011007,importounivamalg #6,19,8,2076.69
8010003,namelessunivamalg #5,18,47,2076.48
1001001,amalgunivamalg #13,9,9,2076.44
8015002,scholarmaxi #2,19,4,2076.33
5001001,corpbrand #8,19,12,2076.27
8015002,scholarmaxi #2,8,15,2076.04
1003001,exportiexporti #2,18,1,2075.90
3004001,corpamalgamalg #11,19,38,2075.71
9008004,namelessmaxi #4,9,20,2075.40
10004006,scholarcorp #2,18,47,2075.40
8015003,importoamalg #2,7,33,2075.04
10007012,brandunivamalg #12,17,26,2075.01
10008008,namelessunivamalg #8,19,37,2074.95
10003010,exportiunivamalg #10,18,20,2074.80
9016002,corpunivamalg #2,18,25,2074.59
9002002,importomaxi #2,8,55,2074.58
8014005,edu packamalg #2,17,46,2074.42
9004008,edu packmaxi #8,18,46,2074.38
3003001,univamalgamalg #6,8,6,2074.23
4003001,importoamalg #2,17,12,2074.07
10005001,univamalgamalg #2,19,49,2073.79
1003001,namelessunivamalg #12,19,12,2073.60
8001009,amalgamalg #2,18,31,2073.50
4002001,importoscholar #2,9,54,2073.48
8009010,maxinameless #10,19,29,2073.39
5003002,exportischolar #2,17,22,2073.30
6010004,univbrand #4,7,42,2073.00
9008009,importonameless #2,17,4,2072.99
8001007,amalgamalg #2,9,4,2072.98
9011002,amalgunivamalg #2,18,9,2072.96
10013002,exportiamalgamalg #2,17,40,2072.78
4002001,amalgimporto #2,9,24,2072.76
6005006,scholarcorp #6,9,42,2072.37
10003005,corpamalgamalg #6,19,44,2072.08
8013008,exportimaxi #8,9,49,2071.98
10011006,amalgamalgamalg #6,19,31,2071.98
7013010,exportinameless #10,19,49,2071.80
9016002,corpunivamalg #2,17,49,2071.63
8016006,corpmaxi #6,17,12,2071.47
5002001,importoimporto #2,19,24,2071.44
10011009,amalgscholar #2,17,58,2071.20
2004002,edu packimporto #2,6,28,2071.14
5003002,exportischolar #2,8,14,2070.91
5003001,exporticorp #2,18,11,2070.74
7006004,corpbrand #4,19,22,2070.71
10014011,edu packamalgamalg #11,17,46,2070.64
10003005,corpamalgamalg #6,18,40,2070.62
7013003,edu packexporti #2,18,10,2070.54
4004001,exportinameless #8,18,33,2070.40
5002001,importoedu pack #2,17,53,2070.38
1003001,edu packedu pack #2,9,24,2070.18
9008008,namelessmaxi #8,8,48,2070.12
10015015,scholaramalgamalg #15,9,57,2070.12
7003001,edu packbrand #2,7,11,2070.09
9002004,importomaxi #4,19,3,2070.09
6007006,brandcorp #6,18,24,2069.78
7001010,amalgbrand #10,18,58,2069.76
2003002,exportiimporto #2,7,27,2069.56
5002001,edu packscholar #2,17,47,2069.28
10006014,importoscholar #2,9,37,2069.25
10002004,importounivamalg #4,19,4,2068.97
6008008,namelesscorp #8,9,47,2068.95
6015002,scholarbrand #2,9,11,2068.94
10015001,scholaramalgamalg #1,8,57,2068.94
6006006,corpcorp #6,7,30,2068.92
9009002,maximaxi #2,7,40,2068.87
5002001,amalgamalg #2,9,29,2068.80
9011003,amalgamalg #2,19,12,2068.77
6005004,scholarcorp #4,19,43,2068.25
8005010,scholarnameless #10,18,51,2067.99
9009002,maximaxi #2,19,40,2067.90
10014006,maxinameless #4,8,27,2067.63
6007004,brandcorp #4,17,35,2067.60
5004001,corpmaxi #10,7,43,2067.24
7004004,edu packbrand #4,8,19,2067.20
9013002,exportiunivamalg #2,19,34,2067.20
10006008,corpunivamalg #9,18,57,2066.95
6004002,edu packcorp #2,9,13,2066.75
10003005,corpamalgamalg #6,18,48,2066.74
10002016,importounivamalg #16,17,41,2066.71
1004001,edu packscholar #2,18,0,2066.62
9009012,maximaxi #12,18,37,2066.40
9014002,edu packunivamalg #2,17,36,2066.35
9009004,maximaxi #4,9,53,2066.26
7015003,univamalgamalg #17,9,18,2065.80
7014009,importoimporto #2,9,56,2065.70
7004010,edu packbrand #10,9,11,2065.60
8015006,scholarmaxi #6,17,18,2065.56
5002001,scholarunivamalg #1,19,14,2065.25
2004001,importoexporti #2,7,39,2065.14
7001001,importoimporto #2,9,3,2065.14
9002008,importomaxi #8,18,14,2065.09
6001004,amalgcorp #4,17,28,2065.00
6003008,exporticorp #8,19,57,2064.98
10005014,namelessmaxi #6,19,28,2064.70
10014011,edu packamalgamalg #11,17,51,2064.67
5001001,namelessmaxi #4,6,10,2064.65
10002001,importounivamalg #1,17,56,2064.60
1001002,amalgamalg #2,6,8,2064.52
7014009,scholarunivamalg #4,17,26,2064.51
9011005,importoimporto #2,17,18,2063.86
10003002,exportiunivamalg #2,8,37,2063.80
9003006,exportimaxi #6,18,18,2063.60
9013010,exportiunivamalg #10,8,16,2063.46
8009004,maxinameless #4,19,57,2063.40
8011008,amalgmaxi #8,18,7,2063.40
2003001,namelessunivamalg #16,8,32,2063.18
8012004,importomaxi #4,17,52,2063.12
9015002,scholarunivamalg #2,7,5,2063.04
9015005,univunivamalg #6,17,6,2062.76
1003001,namelessunivamalg #12,8,46,2062.75
10003001,exportiunivamalg #1,19,9,2062.64
5002001,exportibrand #8,18,38,2062.38
8013005,importobrand #6,19,54,2062.08
9013009,corpnameless #10,9,20,2061.90
10001011,amalgunivamalg #11,9,10,2061.90
2002002,importoimporto #2,7,47,2061.86
6005005,maxibrand #10,17,40,2061.83
7013004,exportinameless #4,19,48,2061.72
3004002,edu packexporti #2,8,54,2061.57
9008005,amalgedu pack #2,17,5,2061.44
5004001,amalgedu pack #2,8,4,2061.12
9014003,scholarunivamalg #9,17,50,2061.12
6015006,scholarbrand #6,8,41,2060.90
7001002,amalgbrand #2,19,43,2060.87
6013003,scholarunivamalg #12,18,14,2060.85
6014004,edu packbrand #4,17,15,2060.77
3004001,edu packbrand #2,9,7,2060.55
7012010,importonameless #10,9,32,2060.42
10003004,exportiunivamalg #4,19,47,2060.16
5004001,importounivamalg #9,19,31,2060.06
7011010,amalgnameless #10,18,58,2060.00
6016001,edu packbrand #2,17,42,2059.80
1004001,edu packscholar #2,9,25,2059.68
4003001,amalgimporto #2,17,27,2059.60
2004001,corpmaxi #4,18,15,2059.54
7012005,edu packimporto #2,9,14,2059.54
5004002,edu packscholar #2,6,46,2059.44
2004001,brandunivamalg #6,7,34,2059.20
8014003,exportiunivamalg #1,18,47,2059.20
10008015,namelessunivamalg #15,18,39,2059.20
10003010,exportiunivamalg #10,18,48,2059.15
1004001,amalgmaxi #4,17,2,2059.10
2004001,edu packunivamalg #8,18,45,2059.02
9015005,univunivamalg #6,18,30,2058.84
1004001,edu packscholar #2,9,51,2058.76
6006003,scholarmaxi #10,6,27,2058.54
1004001,exportiexporti #2,18,19,2058.46
2004001,amalgamalg #2,18,9,2058.40
9004008,edu packmaxi #8,19,6,2058.27
6012002,importobrand #2,9,57,2058.24
6013004,exportibrand #4,19,25,2058.16
9011002,amalgunivamalg #2,9,53,2058.08
8010008,univmaxi #8,17,59,2058.04
1001001,edu packexporti #2,9,6,2058.00
2003001,edu packunivamalg #10,8,6,2058.00
3002001,amalgmaxi #8,17,47,2058.00
7006004,corpbrand #4,8,21,2058.00
5002001,edu packmaxi #2,18,18,2057.55
6010002,univbrand #2,6,40,2057.55
1002001,corpmaxi #4,19,19,2057.40
4004001,edu packmaxi #2,9,21,2057.38
9005012,scholarmaxi #12,9,22,2057.22
1003002,exportiamalg #2,7,49,2057.16
10003002,exportiunivamalg #2,8,8,2057.02
5002001,amalgamalg #2,17,39,2056.66
7016008,corpnameless #8,19,14,2056.60
2002001,importoexporti #2,19,12,2056.56
7012001,scholarcorp #6,19,12,2056.56
7006008,corpbrand #8,8,15,2056.37
8001004,amalgnameless #4,9,36,2056.32
4004001,amalgbrand #4,8,27,2056.31
7012007,amalgimporto #2,17,46,2056.20
4002001,edu packbrand #8,19,14,2056.08
7009010,maxibrand #10,9,32,2055.70
10007012,univamalgamalg #13,7,58,2055.69
6015007,exportibrand #8,18,46,2055.42
10016007,scholarnameless #4,18,36,2055.35
4003001,importoamalg #2,19,29,2055.28
6010003,amalgbrand #10,17,51,2055.20
4001001,amalgmaxi #4,9,7,2055.19
6014004,edu packbrand #4,19,57,2055.00
8004003,importoamalg #2,7,13,2055.00
8013008,exportimaxi #8,19,25,2054.94
7012007,exportischolar #2,7,35,2054.85
4001001,importoedu pack #2,18,2,2054.70
5002001,amalgexporti #2,17,13,2054.70
3001001,scholarunivamalg #7,19,36,2054.64
8002004,importonameless #4,19,5,2054.36
7002006,importobrand #6,9,23,2054.16
9001008,amalgmaxi #8,19,1,2054.07
1003001,exportiedu pack #2,9,44,2054.03
10012005,amalgamalgamalg #6,9,9,2054.00
7008006,namelessbrand #6,9,8,2053.44
5004002,edu packscholar #2,18,13,2053.20
9012005,univbrand #2,8,8,2053.17
9007009,amalgscholar #2,8,54,2053.15
4001001,namelessunivamalg #15,8,18,2052.96
9010012,univunivamalg #12,9,4,2052.81
9001005,importoedu pack #2,9,6,2052.76
6009001,amalgamalg #2,17,12,2052.75
8003002,exportinameless #2,18,38,2052.72
6002006,importocorp #6,9,59,2051.76
8005005,importonameless #6,18,41,2051.50
6004005,exportibrand #8,9,53,2051.28
1001002,amalgamalg #2,6,47,2051.04
6014004,edu packbrand #4,8,21,2050.92
5003001,exporticorp #2,9,13,2050.68
8012004,importomaxi #4,17,19,2050.68
9008002,namelessmaxi #2,7,40,2050.62
6015002,scholarbrand #2,18,37,2050.50
6016008,corpbrand #8,19,6,2050.50
6016003,edu packamalg #2,8,6,2050.44
5003002,exportischolar #2,17,23,2050.24
10013017,amalgamalgamalg #1,18,43,2050.20
10011012,importoimporto #2,6,34,2050.00
6013006,exportibrand #6,19,18,2049.98
7010010,univnameless #10,6,8,2049.72
8012001,amalgexporti #2,8,10,2049.72
3002001,edu packedu pack #2,18,14,2049.61
1001001,scholarnameless #2,17,8,2049.60
7010009,importoamalg #2,19,41,2049.60
1004002,edu packamalg #2,8,41,2049.58
6015008,scholarbrand #8,8,39,2049.32
10007012,brandunivamalg #12,17,37,2049.27
9012011,corpunivamalg #12,19,41,2049.12
4002002,importoedu pack #2,8,30,2049.09
6005002,scholarcorp #2,18,31,2048.80
10014001,maxibrand #4,18,14,2048.58
6002001,edu packamalg #2,18,55,2048.44
8011001,exporticorp #2,17,6,2048.38
9014002,edu packunivamalg #2,9,17,2048.38
7007005,exportiamalg #2,18,57,2048.26
10006002,corpunivamalg #2,8,4,2048.20
10016008,corpamalgamalg #8,9,46,2048.20
6009008,maxicorp #8,8,27,2048.16
7007010,brandbrand #10,7,37,2048.10
7003005,exportiedu pack #2,9,51,2047.95
4004001,exportiamalg #2,19,8,2047.68
7009007,edu packimporto #2,17,16,2047.39
2003001,amalgscholar #2,19,12,2047.06
9008008,namelessmaxi #8,9,47,2046.72
8004007,edu packunivamalg #7,18,16,2046.62
6007006,brandcorp #6,18,6,2046.58
6007001,brandnameless #10,8,19,2046.55
9014010,edu packunivamalg #10,9,49,2046.38
9013002,exportiunivamalg #2,9,7,2046.35
9008004,namelessmaxi #4,17,6,2046.33
10008015,namelessunivamalg #15,17,53,2046.20
6011004,amalgbrand #4,17,56,2046.10
